transaction_id,sender_account,receiver_account,beneficiary_id,device_id,transaction_type,transaction_direction,transaction_channel,amount,balance_before,balance_after,transaction_status,remarks,merchant_category,latitude,longitude,location_radius_km,transaction_hour,is_new_beneficiary,is_night_transaction,transaction_velocity,otp_attempts,failed_auth_attempts,risk_score,risk_level,ml_prediction,transaction_time
4165,408802813801,347356903907,3534,1848,NEFT,Credit,Net Banking,135788.37,449081.49,584869.86,Failed,"Sunder, Ram and Barman",Healthcare,13.0827,80.2707,95.89,2,1,1,41.02,1,1,0.36,Low,Low,2025-10-21 02:26:38
4166,792812770541,476145754752,852,882,NEFT,Credit,USSD,79465.24,167856.32,247321.56,Success,"Tiwari, Dass and Naik",Travel,18.5204,73.8567,718.91,22,1,0,30.59,1,0,0.23,Low,Low,2025-12-22 22:12:07
4167,531402637487,778574204229,2422,741,UPI,Debit,Mobile App,21450.97,41413.49,19962.520000000000,Success,Bhagat LLC,Utilities,18.5204,73.8567,864.8,12,1,0,17.34,3,2,0.41,Medium,Medium,2025-11-22 12:01:54
4168,162204276316,528514457862,351,483,Bill Payment,Debit,ATM,11033.54,449427.08,438393.54000000000,Failed,Basak-Sathe,Gaming,18.5204,73.8567,232.7,18,1,0,43.52,0,0,0.22,Low,Low,2026-03-13 18:14:32
4169,412891153422,612005776870,1779,1279,ATM,Credit,Mobile App,75649.26,51010.85,126660.11000000000,Failed,"Chada, Lal and Nagar",Shopping,18.5204,73.8567,914.03,8,1,0,47.4,1,0,0.18,Low,Low,2026-05-09 08:03:27
4170,495622826228,146195996664,2099,1978,RTGS,Debit,Hardware Token,6165.25,140209.64,134044.39,Failed,Mutti PLC,Travel,22.5726,88.3639,94.31,11,0,0,4.17,1,1,0.05,Low,Low,2025-12-16 11:47:36
4171,514989645484,779879015860,3470,816,NEFT,Credit,USSD,50570.83,497728.8,548299.63,Failed,"Parikh, Bansal and Kurian",Gaming,13.0827,80.2707,684.88,4,1,0,15.11,3,1,0.6,Medium,Medium,2025-10-05 04:30:17
4172,283807184450,961324349783,390,192,IMPS,Credit,USSD,66399.57,99997.87,166397.44,Failed,"Borde, Loke and Dass",Utilities,18.5204,73.8567,193.41,4,1,0,28.31,3,1,0.42,Medium,Medium,2026-03-29 04:56:15
4173,516441209808,565711593236,2371,441,POS Purchase,Credit,Mobile App,120025.72,384113.63,504139.35,Success,Dutt Inc,Utilities,17.385,78.4867,798.53,20,0,0,47.48,2,0,0.59,Medium,Medium,2026-02-25 20:18:54
4174,298343802780,385276283546,1788,77,Bill Payment,Debit,Net Banking,48098.5,178184.34,130085.84,Success,Vig-Varma,Investment,17.385,78.4867,261.69,0,0,1,6.25,3,2,0.98,High,High,2026-02-21 00:13:43
4175,677352636037,228709142228,2271,1230,ATM,Credit,Net Banking,98335.12,348027.93,446363.05,Success,Thaker-Lanka,Travel,22.5726,88.3639,520.87,2,0,1,29.97,3,1,0.56,Medium,Medium,2025-08-16 02:30:18
4176,867848960085,180049649076,105,192,POS Purchase,Debit,ATM,108478.15,67413.57,-41064.58000000000,Success,Goda Inc,Shopping,13.0827,80.2707,20.79,7,1,0,49.01,2,0,0.09,Low,Low,2025-07-14 07:09:07
4177,746886380663,138084210611,3253,1672,IMPS,Debit,Mobile App,141097.2,383661.4,242564.2,Failed,Memon-Ram,Food,28.7041,77.1025,258.51,4,1,0,29.4,3,0,0.3,Low,Low,2025-07-24 04:42:29
4178,857224637248,310307053471,3340,500,UPI,Debit,Mobile App,36360.61,300525.23,264164.62,Success,"Sood, Chaudry and Thakur",Travel,13.0827,80.2707,191.16,6,1,0,41.21,2,0,1.0,High,High,2026-04-16 06:13:45
4179,545229369580,404053148424,2925,262,RTGS,Credit,Mobile App,47366.7,170103.33,217470.03000000000,Success,"Gill, Gaba and Dhillon",Investment,19.076,72.8777,593.78,12,0,0,30.56,0,2,0.11,Low,Low,2026-03-04 12:51:07
4180,645520577421,909120402060,486,1050,NEFT,Credit,Mobile App,41786.91,495990.75,537777.66,Failed,Bhakta and Sons,Shopping,17.385,78.4867,971.41,19,1,0,20.5,0,0,0.51,Medium,Medium,2025-11-15 19:21:59
4181,766804239024,456227143880,1665,1031,Bill Payment,Debit,ATM,113727.69,402875.54,289147.85,Failed,"Lanka, Korpal and Kamdar",Food,13.0827,80.2707,569.07,0,1,1,31.88,2,2,0.21,Low,Low,2025-06-21 00:13:08
4182,401984473963,134999475397,2908,79,ATM,Debit,USSD,138509.78,254595.4,116085.62,Success,Banerjee-Chaudhuri,Utilities,13.0827,80.2707,79.6,12,1,0,4.36,2,2,0.9,High,High,2025-07-24 12:01:29
4183,468635182272,888911229750,2591,176,Bill Payment,Credit,ATM,15736.76,399962.33,415699.09,Failed,Iyengar Ltd,Shopping,28.7041,77.1025,305.71,13,0,0,47.59,3,2,0.94,High,High,2025-05-12 13:29:44
4184,734089258921,448239230079,2156,1915,IMPS,Debit,Hardware Token,64977.94,73105.28,8127.3400000000000,Success,Radhakrishnan Inc,Gaming,18.5204,73.8567,217.45,9,0,0,4.26,1,1,0.7,High,High,2025-09-04 09:19:24
4185,215091690889,246531798027,3501,329,RTGS,Credit,Mobile App,37093.26,474827.72,511920.98,Failed,Hayer Ltd,Shopping,13.0827,80.2707,708.86,7,0,0,29.8,2,2,0.87,High,High,2025-07-01 07:39:53
4186,287119557544,426632524541,2495,730,IMPS,Credit,Hardware Token,61593.95,98635.56,160229.51,Failed,"Dutt, Handa and Madan",Healthcare,19.076,72.8777,105.7,8,1,0,41.63,0,2,0.26,Low,Low,2025-07-06 08:06:40
4187,886309099029,192906991931,2689,909,NEFT,Credit,USSD,82983.16,103069.27,186052.43,Success,Gokhale LLC,Gaming,28.7041,77.1025,445.64,9,0,0,31.14,3,0,0.11,Low,Low,2025-08-30 09:35:00
4188,638323330855,542355004108,2224,520,ATM,Credit,Hardware Token,108166.84,341531.44,449698.28,Failed,"Purohit, Chaudhry and Yogi",Food,22.5726,88.3639,801.28,15,0,0,8.1,3,2,0.12,Low,Low,2025-09-29 15:43:26
4189,457862946201,287119557544,3341,1242,POS Purchase,Credit,ATM,69930.77,90876.24,160807.01,Failed,"Dave, Vyas and Kashyap",Utilities,22.5726,88.3639,187.8,7,0,0,6.81,3,1,0.32,Low,Low,2025-07-03 07:55:29
4190,596145004584,712333190835,1419,774,POS Purchase,Credit,Mobile App,39200.06,190562.03,229762.09,Success,"Karnik, Pau and Jain",Gaming,17.385,78.4867,375.04,1,0,1,41.55,3,0,0.02,Low,Low,2025-09-02 01:56:20
4191,481438905457,883722331033,2393,1463,ATM,Debit,ATM,79035.07,124292.58,45257.510000000000,Failed,"Sen, Seshadri and Bhat",Utilities,13.0827,80.2707,671.46,1,1,1,2.81,0,1,0.19,Low,Low,2025-10-01 01:36:03
4192,545229369580,734089258921,2970,1457,RTGS,Debit,USSD,32991.11,238821.35,205830.24,Success,"Puri, Raja and Apte",Travel,18.5204,73.8567,407.1,3,1,1,1.56,2,1,0.41,Medium,Medium,2025-08-12 03:30:18
4193,605338507855,986452741311,2014,480,NEFT,Debit,Hardware Token,82121.02,423700.53,341579.51,Success,Raj-Madan,Travel,19.076,72.8777,369.19,5,0,0,33.36,1,0,0.8,High,High,2025-10-19 05:41:31
4194,310307053471,152359431720,2376,1175,UPI,Debit,Net Banking,26941.42,498628.95,471687.53,Failed,"Lall, Loyal and Hans",Gaming,28.7041,77.1025,707.89,20,0,0,28.0,0,1,0.59,Medium,Medium,2026-02-02 20:22:59
4195,165615062203,476975741676,3268,195,RTGS,Credit,Hardware Token,126322.11,294105.35,420427.46000000000,Failed,Chakraborty Ltd,Investment,22.5726,88.3639,567.11,17,1,0,1.69,2,0,0.65,Medium,Medium,2025-09-18 17:32:22
4196,234628685913,935116341640,1069,283,Bill Payment,Debit,Hardware Token,95151.94,395994.53,300842.59,Failed,Khurana LLC,Food,18.5204,73.8567,223.12,7,0,0,49.53,2,2,0.94,High,High,2025-08-14 07:26:27
4197,680707543368,504604238464,1089,1492,RTGS,Credit,Net Banking,56408.64,234301.46,290710.1,Success,Mani Group,Healthcare,19.076,72.8777,117.3,3,0,1,42.52,2,1,0.11,Low,Low,2025-07-16 03:51:34
4198,646361339667,232542623191,778,1352,UPI,Debit,Mobile App,94133.0,453529.14,359396.14,Success,"Malhotra, Doshi and Suri",Utilities,13.0827,80.2707,886.5,23,0,0,42.6,0,2,0.59,Medium,Medium,2025-06-01 23:31:35
4199,380530168141,612496362524,483,1003,IMPS,Debit,ATM,8327.72,286531.69,278203.97000000000,Failed,"Sha, Shetty and Garg",Healthcare,17.385,78.4867,163.99,7,0,0,11.2,3,1,0.61,Medium,Medium,2025-05-21 07:44:30
4200,851068736121,248310470671,146,231,POS Purchase,Credit,Hardware Token,98891.28,469461.41,568352.69,Failed,"Ghose, Hayre and Badami",Investment,13.0827,80.2707,652.88,9,0,0,16.61,0,1,0.98,High,High,2025-08-05 09:02:44
4201,161349610589,748036585566,2995,140,ATM,Debit,Hardware Token,88081.34,210706.49,122625.15,Failed,Joshi-Patel,Gaming,28.7041,77.1025,631.06,19,1,0,10.2,2,2,0.51,Medium,Medium,2025-07-14 19:19:40
4202,712006752901,174052870612,378,1819,UPI,Debit,Net Banking,12618.69,172126.69,159508.0,Failed,Dhawan Ltd,Utilities,18.5204,73.8567,646.15,15,1,0,11.21,1,1,0.55,Medium,Medium,2025-11-28 15:15:25
4203,311511747001,660652337890,2687,1159,Bill Payment,Credit,ATM,67687.72,292554.7,360242.42000000000,Failed,Anand-Brahmbhatt,Healthcare,22.5726,88.3639,19.93,0,0,1,44.64,0,1,0.5,Medium,Medium,2026-03-05 00:22:53
4204,973357187657,715833442111,2676,1574,POS Purchase,Debit,ATM,134233.5,195152.91,60919.41,Success,Murthy-Nath,Healthcare,12.9716,77.5946,23.43,13,1,0,44.37,3,0,0.42,Medium,Medium,2025-09-10 13:52:45
4205,901864532361,428087154723,3267,1640,Bill Payment,Credit,Mobile App,6904.68,49231.75,56136.43,Failed,Bal Ltd,Shopping,13.0827,80.2707,404.51,20,0,0,23.65,2,2,0.78,High,High,2025-10-14 20:56:08
4206,120420656897,965270126493,624,827,IMPS,Debit,ATM,111764.33,260310.2,148545.87,Success,Chad-Goel,Food,12.9716,77.5946,611.36,20,1,0,14.0,1,0,0.05,Low,Low,2026-04-08 20:52:04
4207,311511747001,682828480893,2288,625,POS Purchase,Credit,Hardware Token,28940.06,29125.02,58065.08,Failed,"Thaker, Jha and Modi",Healthcare,28.7041,77.1025,527.44,20,1,0,1.16,3,0,0.98,High,High,2025-07-14 20:48:03
4208,455156954306,605953605226,3122,1822,Bill Payment,Debit,USSD,137155.74,375599.55,238443.81,Success,"Pradhan, Palla and Morar",Shopping,22.5726,88.3639,771.72,13,0,0,47.57,0,2,0.82,High,High,2025-11-03 13:58:07
4209,842665334495,790587915675,2786,365,UPI,Credit,Net Banking,37513.35,260586.92,298100.27,Success,Solanki-Madan,Gaming,13.0827,80.2707,259.22,1,1,1,10.17,0,0,0.04,Low,Low,2025-06-27 01:19:22
4210,852826769633,682768927309,2196,2004,POS Purchase,Debit,Hardware Token,88054.02,402254.43,314200.41,Failed,Kata Ltd,Utilities,12.9716,77.5946,826.89,15,0,0,49.88,2,0,0.52,Medium,Medium,2025-10-20 15:34:35
4211,328847055117,808255979441,2987,318,UPI,Debit,Mobile App,84648.36,405328.07,320679.71,Success,"Raj, Lal and Upadhyay",Utilities,19.076,72.8777,516.29,17,1,0,12.97,2,1,0.0,Low,Low,2026-05-06 17:15:32
4212,848384199324,550519969574,161,1285,ATM,Credit,ATM,57343.66,364479.26,421822.92000000000,Failed,Kapadia LLC,Investment,13.0827,80.2707,489.96,17,1,0,38.14,1,1,0.75,High,High,2026-01-05 17:47:54
4213,228709142228,193926631749,2818,1881,IMPS,Debit,Net Banking,122620.01,401756.02,279136.01,Success,Karnik PLC,Investment,13.0827,80.2707,781.67,2,0,1,10.27,2,0,0.46,Medium,Medium,2026-01-18 02:11:08
4214,712006752901,533671755735,1459,1978,UPI,Debit,Net Banking,74557.38,98227.7,23670.320000000000,Failed,"Kapoor, Sarna and Mital",Food,17.385,78.4867,477.85,17,0,0,5.43,0,0,0.02,Low,Low,2025-11-23 17:50:01
4215,285287037099,130619185438,3182,1246,RTGS,Debit,Hardware Token,38654.34,288436.19,249781.85,Success,"Chaudhuri, Andra and Dalal",Shopping,22.5726,88.3639,593.88,19,0,0,6.34,2,2,0.01,Low,Low,2025-09-29 19:55:30
4216,680759257782,462966525196,1816,328,Bill Payment,Debit,USSD,63888.11,219299.18,155411.07,Failed,"Oak, Sarna and Bala",Healthcare,17.385,78.4867,440.81,14,0,0,31.76,0,0,0.39,Low,Low,2026-02-15 14:23:15
4217,406683265180,727903178624,427,439,RTGS,Debit,Mobile App,106886.88,65988.89,-40897.990000000000,Failed,"Kant, Ramaswamy and Borah",Utilities,17.385,78.4867,215.4,2,0,1,27.04,2,0,0.12,Low,Low,2026-05-09 02:10:49
4218,612496362524,889520643184,1757,1550,NEFT,Credit,Net Banking,136038.08,102007.81,238045.89000000000,Success,Dyal Inc,Food,13.0827,80.2707,631.83,22,1,0,32.51,2,2,0.36,Low,Low,2025-10-17 22:11:22
4219,395721619044,540823768418,248,594,NEFT,Debit,Hardware Token,123782.34,406548.73,282766.39,Failed,"Chowdhury, Butala and Madan",Shopping,19.076,72.8777,676.52,15,0,0,46.95,3,0,0.86,High,High,2025-09-22 15:29:24
4220,554190048087,244446391437,719,868,IMPS,Credit,USSD,134735.29,362355.18,497090.47,Failed,Shanker Inc,Shopping,12.9716,77.5946,892.24,4,0,0,41.86,3,0,0.61,Medium,Medium,2025-07-29 04:34:59
4221,984259986316,895236200260,782,760,RTGS,Credit,Hardware Token,43909.87,309140.41,353050.28000000000,Failed,"Issac, Natt and Ravel",Travel,17.385,78.4867,196.85,22,0,0,24.23,2,0,0.64,Medium,Medium,2026-03-22 22:49:02
4222,845160677527,571561564542,2786,1700,ATM,Credit,USSD,67001.41,87057.6,154059.01,Success,Kunda Group,Shopping,17.385,78.4867,393.87,16,0,0,47.51,2,2,0.87,High,High,2026-01-12 16:33:01
4223,365841522641,641392137582,2442,728,IMPS,Credit,Net Banking,71711.31,216382.09,288093.4,Success,Soman-Koshy,Travel,22.5726,88.3639,672.3,15,1,0,20.93,1,2,0.05,Low,Low,2026-01-17 15:34:46
4224,368049895077,340668019928,3441,1925,UPI,Debit,Hardware Token,32276.62,354245.43,321968.81,Success,Sibal LLC,Travel,18.5204,73.8567,555.73,7,1,0,8.54,2,2,0.66,Medium,Medium,2026-05-01 07:08:07
4225,316174405488,894214746535,2351,1538,UPI,Debit,Mobile App,52237.11,210914.56,158677.45,Success,Hayer-Menon,Travel,18.5204,73.8567,22.99,13,0,0,46.27,2,2,0.97,High,High,2025-10-09 13:52:25
4226,575977940777,487206922949,2936,1376,RTGS,Debit,Hardware Token,111014.19,230255.31,119241.12,Failed,"Roy, Sen and Bedi",Shopping,22.5726,88.3639,394.96,1,1,1,15.61,3,0,0.21,Low,Low,2025-06-09 01:21:55
4227,623573594471,631818435713,3552,649,ATM,Credit,Net Banking,52193.59,438366.9,490560.49,Failed,Narula Ltd,Gaming,13.0827,80.2707,501.8,4,1,0,7.94,0,1,0.46,Medium,Medium,2025-09-27 04:18:46
4228,407291541496,518358040131,969,1437,UPI,Credit,Hardware Token,14770.74,138305.25,153075.99,Success,Badami-Sandhu,Investment,19.076,72.8777,374.01,14,1,0,47.14,1,1,0.79,High,High,2025-10-12 14:06:04
4229,298981586107,950974434851,436,105,Bill Payment,Debit,Net Banking,15221.87,215659.84,200437.97,Success,Chander-Badal,Food,28.7041,77.1025,558.11,2,1,1,19.55,2,2,0.18,Low,Low,2025-11-11 02:11:40
4230,242862730676,727435808994,94,1560,Bill Payment,Credit,USSD,30616.82,435044.65,465661.47000000000,Success,Mody-Parmer,Gaming,22.5726,88.3639,45.13,3,0,1,1.77,0,0,0.19,Low,Low,2025-11-04 03:51:48
4231,712858326515,127243345530,1537,135,UPI,Credit,USSD,60114.84,282233.52,342348.36,Success,"Boase, Parmer and Tella",Gaming,28.7041,77.1025,113.68,13,0,0,29.82,3,0,0.79,High,High,2026-03-21 13:36:01
4232,725192184703,246531798027,2548,1541,IMPS,Debit,ATM,138761.06,292311.54,153550.48000000000,Failed,"Bandi, Khanna and Mammen",Travel,19.076,72.8777,50.16,1,1,1,35.35,3,2,0.84,High,High,2026-01-28 01:55:46
4233,726329886849,845090096245,1735,1765,IMPS,Credit,Hardware Token,145354.48,385655.01,531009.49,Success,Mandal-Hayer,Gaming,22.5726,88.3639,429.2,17,1,0,28.86,1,2,0.71,High,High,2025-11-25 17:45:45
4234,715655090159,705399823063,3279,1668,IMPS,Credit,ATM,35410.29,223972.97,259383.26,Success,Rana and Sons,Shopping,18.5204,73.8567,623.07,8,1,0,33.05,3,1,0.11,Low,Low,2026-02-21 08:42:41
4235,992792203112,230062350076,2810,1819,NEFT,Credit,Hardware Token,33314.1,156644.05,189958.15,Failed,Lanka Inc,Gaming,18.5204,73.8567,601.89,1,1,1,6.33,0,2,0.22,Low,Low,2025-06-22 01:44:02
4236,628354451399,743263701442,3114,133,NEFT,Debit,Net Banking,1289.66,355886.75,354597.09,Failed,"Rama, Chad and Kari",Food,19.076,72.8777,644.16,6,1,0,2.05,1,0,0.5,Medium,Medium,2025-12-07 06:19:04
4237,124417103425,615920815786,2846,98,NEFT,Debit,USSD,76635.76,102286.49,25650.73000000000,Success,Magar Ltd,Gaming,22.5726,88.3639,218.19,20,0,0,33.12,0,2,0.0,Low,Low,2025-07-01 20:55:45
4238,786192192299,106271216673,1862,1696,IMPS,Credit,ATM,124890.36,496632.3,621522.66,Failed,Nagarajan Ltd,Travel,18.5204,73.8567,803.57,11,1,0,21.93,2,1,0.33,Low,Low,2026-01-31 11:27:27
4239,164675373604,612496362524,2575,484,RTGS,Debit,Hardware Token,100712.39,179391.49,78679.10000000000,Success,Sahota Ltd,Travel,17.385,78.4867,404.99,17,0,0,39.86,0,0,0.33,Low,Low,2025-12-10 17:36:01
4240,626998226251,591364063362,3463,2002,UPI,Debit,Hardware Token,94460.91,123782.1,29321.190000000000,Failed,Mallick-Pall,Healthcare,28.7041,77.1025,789.68,4,0,0,15.78,1,1,0.3,Low,Low,2025-10-09 04:20:42
4241,158168985064,476975741676,746,474,POS Purchase,Debit,Mobile App,138258.8,476300.99,338042.19,Success,Sabharwal and Sons,Utilities,12.9716,77.5946,903.39,21,1,0,21.5,2,0,0.85,High,High,2025-10-16 21:27:38
4242,485564948410,206317327153,2266,1617,ATM,Credit,Hardware Token,19522.22,411616.27,431138.49,Failed,Bora Inc,Gaming,22.5726,88.3639,251.37,16,0,0,6.4,0,1,0.02,Low,Low,2026-04-07 16:14:13
4243,758193564882,585223164784,748,32,NEFT,Debit,Hardware Token,42031.65,435126.65,393095.0,Success,"Rana, Yohannan and Ramachandran",Utilities,13.0827,80.2707,116.57,10,0,0,16.31,3,0,0.66,Medium,Medium,2025-07-17 10:11:18
4244,408802813801,437197096619,1274,537,NEFT,Credit,Mobile App,104469.08,213622.04,318091.12,Success,Bora PLC,Investment,13.0827,80.2707,115.5,12,1,0,30.43,2,2,0.17,Low,Low,2026-01-20 12:23:14
4245,295046884562,743404264605,1354,652,UPI,Debit,USSD,109858.55,91605.99,-18252.560000000000,Failed,Morar PLC,Food,18.5204,73.8567,124.5,1,1,1,33.67,3,0,0.96,High,High,2026-02-14 01:57:05
4246,742903576267,680707543368,1810,1852,UPI,Credit,Hardware Token,53866.93,78170.28,132037.21,Failed,Swaminathan-Lala,Utilities,19.076,72.8777,900.3,10,1,0,43.58,1,2,0.71,High,High,2025-07-02 10:09:59
4247,444315868210,626867278270,567,613,IMPS,Debit,USSD,132507.88,399402.23,266894.35,Success,"Brar, Purohit and Kari",Food,13.0827,80.2707,881.3,13,0,0,20.22,3,1,0.16,Low,Low,2025-12-29 13:14:30
4248,429628300782,298343802780,515,643,POS Purchase,Debit,Hardware Token,124056.03,210222.36,86166.33000000000,Failed,Walia-Kota,Shopping,22.5726,88.3639,871.68,3,1,1,29.76,2,2,0.58,Medium,Medium,2025-11-16 03:08:28
4249,252092268026,188938544314,2988,905,POS Purchase,Debit,ATM,94049.78,265605.91,171556.13000000000,Failed,"Trivedi, Venkatesh and Guha",Investment,17.385,78.4867,702.26,11,1,0,25.18,1,2,0.04,Low,Low,2025-10-06 11:47:40
4250,863827770871,783825020895,3325,1152,ATM,Debit,Net Banking,138603.35,258775.25,120171.9,Failed,Atwal-Behl,Investment,22.5726,88.3639,617.52,13,1,0,10.97,1,1,0.69,Medium,Medium,2025-06-27 13:54:20
4251,416031688516,495312950220,2289,838,NEFT,Credit,Hardware Token,90942.24,470683.46,561625.7000000000,Success,Acharya Ltd,Investment,18.5204,73.8567,824.26,7,0,0,41.45,0,0,0.45,Medium,Medium,2025-12-23 07:44:33
4252,517212372214,626156857589,827,1839,IMPS,Debit,Mobile App,67623.14,469656.64,402033.5,Success,"Vora, Misra and Salvi",Travel,13.0827,80.2707,165.31,7,1,0,4.85,0,0,0.31,Low,Low,2025-10-05 07:48:14
4253,380123678678,776174721707,1502,1885,UPI,Credit,Mobile App,141409.62,377728.31,519137.93,Success,Kant LLC,Investment,28.7041,77.1025,840.05,12,0,0,27.81,3,2,0.27,Low,Low,2025-06-19 12:43:04
4254,368754611610,182991507602,2651,1463,IMPS,Debit,Mobile App,81379.3,99424.45,18045.150000000000,Success,"Sodhi, Mitra and Dua",Investment,18.5204,73.8567,338.95,14,0,0,42.19,3,1,0.0,Low,Low,2025-06-08 14:18:11
4255,660828136549,188583669370,3395,1077,NEFT,Credit,Net Banking,139418.58,468335.53,607754.11,Success,Comar Ltd,Utilities,28.7041,77.1025,580.85,20,0,0,39.52,1,1,0.53,Medium,Medium,2025-11-22 20:39:46
4256,700887969133,984259986316,3332,714,POS Purchase,Debit,USSD,113537.9,436422.83,322884.93000000000,Failed,Banerjee-Kulkarni,Food,22.5726,88.3639,489.0,0,1,1,15.51,1,0,0.43,Medium,Medium,2025-08-05 00:18:28
4257,770907012230,800623657246,930,478,UPI,Debit,USSD,26059.06,323801.02,297741.96,Failed,"Bhandari, Parikh and Chahal",Healthcare,22.5726,88.3639,698.54,12,1,0,40.7,0,1,0.46,Medium,Medium,2025-06-10 12:50:24
4258,841517575931,623573594471,3139,1361,NEFT,Debit,USSD,120865.56,24091.7,-96773.86,Failed,Bhargava-Radhakrishnan,Healthcare,28.7041,77.1025,738.03,23,1,0,12.45,0,0,0.71,High,High,2025-06-02 23:53:31
4259,200301372965,380123678678,2794,1598,POS Purchase,Credit,USSD,84241.96,141050.15,225292.11,Failed,Ramachandran PLC,Utilities,19.076,72.8777,109.42,4,1,0,35.68,3,1,0.72,High,High,2025-09-21 04:48:02
4260,222649334679,518184855031,2683,1897,RTGS,Credit,Hardware Token,87210.42,497857.96,585068.38,Failed,Sibal Group,Gaming,18.5204,73.8567,233.47,9,1,0,20.49,2,0,0.14,Low,Low,2025-08-22 09:16:02
4261,585501316490,710018898261,2191,614,IMPS,Credit,Hardware Token,14066.86,92847.37,106914.23,Failed,Sankar-Jayaraman,Gaming,22.5726,88.3639,576.99,1,1,1,4.78,0,2,0.44,Medium,Medium,2025-07-20 01:44:13
4262,547667321501,500872138912,737,1276,ATM,Credit,Net Banking,84615.77,491462.23,576078.0,Success,"Dhawan, Sahota and Divan",Shopping,12.9716,77.5946,210.63,0,1,1,45.39,3,2,0.7,High,High,2025-08-11 00:32:12
4263,192545738057,428087154723,1778,1463,NEFT,Debit,Hardware Token,126680.29,303360.37,176680.08000000000,Failed,"Mand, Chana and Gokhale",Gaming,12.9716,77.5946,713.96,11,1,0,16.22,1,1,0.69,Medium,Medium,2025-06-17 11:42:42
4264,606463103670,247258446695,2784,2011,IMPS,Credit,Hardware Token,55791.08,291374.31,347165.39,Failed,Sethi PLC,Utilities,18.5204,73.8567,833.2,0,1,1,35.52,2,2,0.07,Low,Low,2025-08-16 00:59:20
4265,615242578665,747883215021,1487,498,ATM,Credit,ATM,16874.55,170230.63,187105.18,Failed,"Subramanian, Kapur and Bava",Utilities,19.076,72.8777,338.71,1,0,1,49.82,2,0,0.82,High,High,2026-01-03 01:44:33
4266,545229369580,119952163028,691,780,NEFT,Credit,Hardware Token,132309.59,238636.2,370945.79000000000,Failed,"Reddy, Boase and Nagy",Gaming,13.0827,80.2707,567.5,2,1,1,43.34,1,1,0.51,Medium,Medium,2025-06-04 02:32:18
4267,585223164784,316174405488,3203,62,ATM,Debit,Net Banking,38663.31,282733.54,244070.23000000000,Success,Madan-Shukla,Healthcare,17.385,78.4867,135.94,9,0,0,13.57,1,1,0.86,High,High,2025-10-29 09:43:45
4268,114365186023,425442336487,1293,88,IMPS,Debit,ATM,15179.35,241761.82,226582.47,Failed,"Goyal, Cherian and Setty",Healthcare,19.076,72.8777,935.08,5,1,0,37.94,2,0,0.78,High,High,2025-09-26 05:48:23
4269,865109174196,545229369580,378,538,IMPS,Credit,Hardware Token,117256.69,121919.23,239175.92000000000,Failed,Sidhu-Sood,Investment,22.5726,88.3639,813.84,2,0,1,34.44,0,1,0.32,Low,Low,2025-11-09 02:19:39
4270,469962926296,517212372214,1631,1830,UPI,Credit,Net Banking,97884.6,157733.02,255617.62,Success,Char-Goswami,Healthcare,19.076,72.8777,496.53,1,0,1,48.41,3,0,0.51,Medium,Medium,2025-07-30 01:44:15
4271,211263616518,415139823826,1553,1631,UPI,Credit,USSD,60536.62,217402.45,277939.07,Failed,Tailor-Sarin,Gaming,17.385,78.4867,556.0,6,0,0,7.18,3,1,0.54,Medium,Medium,2025-09-01 06:56:01
